vertices,edges,Density,Comparisons,Divisions,Additions,Solutions,Time,resposta,peso
87,0,0,6625077583,0,860001,0,1135.8246002197266,"[43, 83, 57, 74, 42, 61, 9, 25, 79, 64, 71, 56, 31, 18, 72, 52, 11, 67, 6, 35, 55, 51, 29, 3, 10, 4, 68, 80, 54, 1, 21, 14, 65, 49, 8, 73, 23, 86, 19, 32, 59, 36, 7, 58, 84, 62, 22, 81, 2, 45, 27, 17, 60, 47, 28, 26, 63, 24, 40, 48, 50, 37, 33, 16, 77, 30, 34, 12, 38, 44, 69, 70, 5, 66, 76, 75, 46, 53, 82, 85, 39, 15, 20, 41, 0, 13, 78]",4406
88,0,0,6856107758,0,870001,0,1176.9196372032166,"[66, 30, 5, 77, 74, 79, 44, 75, 2, 83, 28, 50, 65, 27, 57, 0, 72, 49, 67, 58, 25, 40, 8, 48, 46, 22, 15, 78, 56, 69, 51, 26, 23, 52, 38, 64, 73, 13, 53, 32, 47, 17, 12, 80, 37, 68, 82, 62, 87, 18, 11, 42, 41, 10, 1, 86, 24, 61, 70, 45, 76, 84, 3, 4, 31, 63, 21, 60, 19, 6, 35, 7, 85, 9, 29, 20, 43, 34, 39, 36, 59, 16, 71, 54, 14, 55, 33, 81]",4439
89,0,0,7091547935,0,880001,0,1262.4849030971527,"[17, 75, 50, 4, 44, 45, 37, 22, 86, 85, 20, 3, 69, 73, 60, 48, 63, 80, 54, 51, 13, 16, 67, 53, 26, 10, 15, 52, 72, 39, 27, 24, 47, 40, 9, 49, 68, 64, 71, 0, 6, 81, 65, 18, 78, 62, 2, 5, 74, 77, 36, 19, 33, 56, 82, 83, 8, 46, 66, 41, 88, 55, 32, 38, 28, 30, 35, 14, 61, 87, 57, 25, 43, 34, 76, 23, 42, 59, 84, 7, 11, 21, 1, 79, 70, 29, 31, 12, 58]",4469
90,0,0,7333228114,0,890001,0,1229.721981048584,"[21, 13, 22, 59, 54, 48, 75, 15, 10, 1, 73, 31, 58, 43, 40, 3, 17, 82, 51, 18, 14, 38, 72, 33, 41, 67, 88, 27, 52, 86, 62, 89, 87, 23, 83, 76, 64, 47, 81, 78, 49, 26, 25, 35, 71, 0, 16, 84, 77, 20, 50, 12, 60, 56, 61, 57, 70, 19, 29, 66, 85, 37, 2, 74, 80, 36, 44, 4, 42, 6, 8, 68, 63, 45, 11, 30, 34, 53, 39, 55, 24, 5, 9, 32, 7, 65, 28, 46, 69, 79]",4527
91,0,0,7579418295,0,900001,0,1285.2649800777435,"[68, 21, 13, 22, 59, 54, 48, 75, 15, 10, 1, 73, 31, 58, 43, 40, 3, 17, 82, 51, 18, 14, 38, 72, 33, 41, 67, 88, 27, 52, 86, 62, 89, 87, 23, 83, 76, 64, 47, 81, 78, 49, 26, 25, 35, 71, 0, 16, 84, 77, 20, 50, 12, 60, 56, 61, 57, 70, 19, 29, 66, 85, 37, 2, 74, 80, 36, 44, 4, 42, 6, 8, 90, 63, 45, 11, 30, 34, 53, 39, 55, 24, 5, 9, 32, 7, 65, 28, 46, 69, 79]",4554
92,0,0,7831988478,0,910001,0,1331.940310716629,"[65, 0, 80, 46, 52, 1, 17, 51, 87, 83, 37, 72, 41, 39, 58, 89, 14, 85, 82, 28, 5, 32, 10, 18, 86, 38, 71, 88, 66, 8, 12, 75, 59, 73, 16, 7, 40, 26, 6, 45, 49, 79, 47, 50, 27, 67, 84, 91, 53, 60, 30, 76, 56, 74, 62, 48, 33, 61, 44, 36, 81, 19, 43, 54, 24, 34, 13, 4, 20, 55, 3, 11, 69, 2, 68, 63, 21, 70, 25, 22, 90, 77, 42, 57, 29, 35, 78, 31, 23, 64, 15, 9]",4640
93,0,0,8089168663,0,920001,0,1365.1877965927124,"[88, 11, 48, 24, 26, 25, 61, 73, 55, 47, 79, 3, 70, 58, 22, 14, 12, 16, 53, 71, 38, 7, 49, 23, 1, 35, 5, 86, 91, 15, 54, 77, 6, 30, 45, 76, 51, 29, 20, 52, 13, 90, 83, 27, 50, 19, 4, 92, 68, 44, 33, 66, 32, 78, 40, 62, 18, 57, 80, 84, 56, 36, 59, 67, 65, 87, 74, 64, 9, 37, 2, 39, 41, 85, 72, 42, 28, 31, 10, 69, 89, 63, 43, 46, 34, 60, 17, 82, 75, 81, 8, 0, 21]",4645
94,0,0,8352868850,0,930001,0,1396.8327932357788,"[20, 36, 5, 85, 23, 76, 84, 68, 49, 52, 25, 13, 22, 44, 70, 15, 86, 62, 35, 6, 34, 47, 67, 73, 24, 2, 71, 38, 16, 72, 75, 55, 45, 54, 27, 81, 60, 83, 3, 28, 43, 57, 79, 29, 42, 1, 51, 41, 50, 77, 7, 19, 10, 37, 9, 17, 30, 4, 63, 18, 66, 32, 74, 14, 91, 39, 82, 40, 88, 64, 87, 53, 89, 12, 58, 69, 11, 8, 93, 65, 80, 21, 59, 90, 48, 31, 33, 78, 46, 61, 26, 0, 56, 92]",4676
95,0,0,8621279039,0,940001,0,1448.9158282279968,"[37, 31, 80, 34, 14, 77, 40, 43, 88, 70, 78, 86, 35, 71, 50, 52, 47, 56, 92, 2, 3, 32, 89, 72, 62, 9, 93, 29, 66, 21, 48, 53, 90, 94, 76, 33, 49, 11, 45, 0, 74, 39, 64, 23, 82, 38, 83, 26, 24, 36, 59, 8, 1, 20, 68, 84, 57, 81, 17, 61, 22, 18, 27, 10, 12, 28, 60, 41, 44, 16, 67, 65, 55, 51, 79, 42, 13, 15, 73, 46, 4, 63, 75, 58, 85, 25, 91, 87, 19, 7, 5, 30, 69, 54, 6]",4742
96,0,0,8896349230,0,950001,0,1497.9519639015198,"[51, 91, 7, 19, 27, 35, 8, 69, 16, 54, 48, 53, 59, 87, 10, 30, 34, 45, 2, 62, 26, 15, 52, 80, 85, 49, 64, 71, 81, 82, 13, 90, 22, 4, 57, 31, 42, 83, 66, 24, 12, 50, 9, 86, 41, 84, 1, 55, 94, 33, 78, 44, 23, 0, 73, 63, 76, 60, 92, 32, 25, 20, 28, 17, 38, 5, 65, 3, 40, 43, 75, 93, 61, 77, 67, 6, 58, 68, 36, 72, 39, 14, 21, 70, 46, 47, 89, 88, 74, 29, 79, 56, 11, 37, 18, 95]",4825
97,0,0,9176229423,0,960001,0,1536.7910823822021,"[24, 54, 66, 91, 89, 47, 0, 19, 44, 8, 63, 39, 64, 50, 41, 57, 34, 62, 23, 52, 13, 30, 94, 10, 82, 26, 90, 48, 68, 22, 92, 73, 75, 17, 35, 46, 40, 67, 18, 58, 59, 79, 28, 14, 69, 83, 33, 60, 20, 95, 25, 16, 7, 56, 37, 32, 55, 51, 12, 45, 49, 31, 96, 93, 5, 70, 42, 65, 43, 11, 72, 87, 38, 76, 84, 6, 78, 4, 9, 77, 80, 86, 61, 21, 3, 1, 27, 2, 85, 88, 81, 15, 53, 29, 74, 71, 36]",4853
98,0,0,9462909618,0,970001,0,1607.4599478244781,"[90, 14, 97, 72, 9, 29, 66, 50, 74, 81, 52, 18, 15, 76, 23, 39, 46, 12, 94, 91, 1, 92, 60, 41, 59, 24, 48, 54, 43, 4, 64, 75, 37, 2, 89, 28, 17, 86, 62, 20, 63, 16, 8, 30, 44, 49, 71, 67, 83, 5, 57, 3, 25, 55, 51, 53, 84, 10, 45, 96, 27, 26, 33, 0, 80, 79, 22, 47, 7, 78, 36, 65, 68, 88, 58, 82, 34, 93, 6, 11, 35, 21, 85, 73, 70, 42, 40, 87, 31, 69, 19, 38, 61, 77, 13, 95, 32, 56]",4874
99,0,0,9754499815,0,980001,0,1657.9547605514526,"[46, 11, 82, 6, 50, 16, 97, 87, 93, 58, 20, 51, 28, 77, 54, 53, 67, 80, 0, 24, 48, 45, 30, 74, 17, 12, 19, 81, 36, 26, 44, 78, 2, 61, 89, 32, 84, 68, 55, 88, 91, 69, 33, 40, 98, 85, 15, 13, 42, 90, 5, 63, 62, 59, 60, 57, 92, 71, 96, 34, 29, 10, 47, 94, 3, 25, 23, 79, 64, 7, 1, 27, 70, 41, 95, 43, 49, 4, 72, 66, 65, 37, 35, 18, 38, 76, 21, 14, 31, 8, 86, 83, 75, 39, 22, 9, 73, 52, 56]",4890
100,0,0,10053030014,0,990001,0,1681.997288942337,"[53, 46, 75, 93, 79, 22, 39, 73, 72, 31, 65, 51, 55, 42, 7, 86, 99, 19, 61, 32, 78, 41, 1, 24, 21, 83, 67, 56, 68, 49, 45, 25, 36, 48, 88, 77, 12, 30, 0, 16, 60, 15, 29, 96, 58, 94, 27, 4, 85, 26, 2, 54, 57, 76, 43, 87, 62, 82, 91, 50, 98, 64, 63, 70, 71, 10, 9, 5, 92, 80, 37, 6, 14, 59, 44, 11, 33, 89, 69, 23, 90, 81, 38, 97, 52, 17, 8, 95, 18, 47, 66, 35, 34, 13, 20, 84, 40, 3, 74, 28]",4959
